,0
4050,0
3552,0
3867,0
4483,0
2920,0
2593,0
1374,0
235,0
5130,0
600,0
5656,0
2260,0
5201,0
2293,0
666,0
6365,0
2295,0
3446,0
4611,0
5732,0
4163,0
5849,0
3483,0
4055,0
3616,0
3003,0
5697,0
783,0
2556,0
4750,0
4609,0
4783,0
6410,0
4003,0
5271,0
6195,0
689,0
4115,0
5378,0
1756,0
2012,0
4951,0
2849,0
3712,0
2181,0
4207,0
1858,0
489,0
1696,0
3488,0
4665,0
2330,0
786,0
4336,0
4996,0
5153,0
5150,0
2409,0
2217,0
4822,0
784,0
5003,0
1890,0
655,0
5735,0
2206,0
1809,0
371,0
5590,0
6375,0
118,0
379,0
217,0
2226,0
5775,0
2896,0
4585,0
5748,0
3647,0
966,0
5766,0
2522,0
6014,0
4871,0
4931,0
361,0
3854,0
4267,0
1252,0
3422,0
4451,0
2426,0
5960,0
3709,0
5407,0
2195,0
2579,0
3437,0
5442,0
776,0
1290,0
5891,0
3577,0
6067,0
2599,0
5857,0
1420,0
1240,0
400,0
1682,0
3313,0
367,0
5707,0
6385,0
232,0
5449,0
147,0
5624,0
3101,0
5047,0
409,0
5918,0
3471,0
3591,0
3285,0
1035,0
4182,0
859,0
3941,0
78,0
2257,0
4733,0
5851,0
6135,0
4387,0
792,0
2289,0
4110,0
3912,0
5516,0
5318,0
3646,0
4785,0
426,0
6052,0
2684,0
5862,0
4312,0
3508,0
1465,0
5882,0
4231,0
3850,0
5973,0
6105,0
2365,0
2454,0
4976,0
466,0
163,0
5538,0
6145,0
2018,0
3097,0
904,0
5006,0
2303,0
3731,0
5313,0
1772,0
3042,0
2053,0
771,0
1515,0
6233,0
5321,0
3306,0
823,0
1409,0
1388,0
2158,0
1646,0
6167,0
401,0
886,0
3580,0
1183,0
5900,0
2140,0
1958,0
5056,0
1961,0
2722,0
4743,0
5554,0
4812,0
2506,0
3049,0
3618,0
849,0
545,0
3739,0
4204,0
3694,0
5237,0
4383,0
2977,0
2541,0
1052,0
4704,0
238,0
5298,0
4722,0
4800,0
2991,0
4309,0
3934,0
3151,0
5714,0
5499,0
3243,0
1834,0
596,0
2737,0
4153,0
563,0
5012,0
244,0
4423,0
407,0
1448,0
262,0
5844,0
1697,0
1733,0
2508,0
4289,0
342,0
4453,0
1609,0
3740,0
6348,0
1530,0
4764,0
5683,0
6250,0
1774,0
4052,0
5057,0
5187,0
5993,0
365,0
6341,0
6242,0
5102,0
5919,0
2574,0
4462,0
5877,0
3096,0
5903,0
2112,0
636,0
2505,0
5886,0
4695,0
4534,0
2344,0
4902,0
3634,0
3898,0
4334,0
4228,0
1501,0
2412,0
3889,0
1237,0
2673,0
2829,0
5082,0
4169,0
4765,0
3074,0
6342,0
1743,0
2835,0
2487,0
2576,0
5392,0
5986,0
711,0
3059,0
5463,0
4882,0
72,0
5996,0
1195,0
2613,0
1129,0
1247,0
5739,0
5284,0
3365,0
4023,0
1585,0
3921,0
3744,0
6394,0
442,0
1104,0
5657,0
653,0
1554,0
4863,0
4881,0
2865,0
3518,0
4603,0
634,0
1255,0
4368,0
484,0
1468,0
3053,0
4920,0
3287,0
3698,0
4161,0
4928,0
3239,0
1076,0
2643,0
1668,0
2436,0
5398,0
3110,0
5733,0
6086,0
4544,0
5907,0
1414,0
1853,0
1806,0
3972,0
1481,0
35,0
446,0
2369,0
3669,0
3192,0
1292,0
4740,0
3430,0
2147,0
2648,0
4031,0
1689,0
1700,0
4718,0
5098,0
3650,0
374,0
5173,0
140,0
5972,0
5263,0
718,0
3201,0
5654,0
4471,0
408,0
20,0
1008,0
2422,0
2557,0
2400,0
42,0
3385,0
3035,0
3378,0
11,0
1181,0
1955,0
2876,0
3880,0
1030,0
3863,0
3002,0
965,0
2902,0
3028,0
4515,0
739,0
4417,0
2888,0
4001,0
920,0
5343,0
4104,0
5001,0
2784,0
1632,0
5075,0
825,0
1373,0
3727,0
5757,0
854,0
1004,0
4129,0
1645,0
1675,0
4867,0
1353,0
4998,0
3244,0
3246,0
5238,0
707,0
5181,0
3305,0
3688,0
2419,0
1333,0
5968,0
5250,0
4457,0
5350,0
5507,0
5304,0
4064,0
3500,0
2486,0
3888,0
1203,0
4198,0
1525,0
1807,0
1018,0
128,0
1370,0
4921,0
895,0
5376,0
4420,0
6108,0
5491,0
3263,0
1213,0
3883,0
6211,0
5477,0
1245,0
2299,0
2752,0
276,0
1039,0
1234,0
3843,0
2544,0
4310,0
1062,0
282,0
1047,0
1322,0
972,0
2391,0
5109,0
1947,0
4942,0
1280,0
623,0
5815,0
1750,0
1396,0
5214,0
1587,0
1663,0
3583,0
2362,0
6374,0
3191,0
1313,0
578,0
2370,0
1286,0
5210,0
5301,0
2002,0
2651,0
270,0
6018,0
3094,0
3481,0
5589,0
4413,0
4038,0
4373,0
5027,0
2123,0
27,0
3943,0
5793,0
3829,0
129,0
4742,0
6295,0
13,0
5492,0
4493,0
1532,0
2375,0
3065,0
4020,0
2350,0
376,0
4663,0
943,0
6138,0
2157,0
5817,0
5384,0
3638,0
532,0
3729,0
1275,0
4298,0
1400,0
4024,0
4407,0
1805,0
6249,0
3826,0
1279,0
1720,0
959,0
5591,0
5117,0
5662,0
405,0
2081,0
6092,0
1986,0
158,0
3903,0
906,0
354,0
4558,0
4146,0
758,0
2984,0
2933,0
312,0
665,0
1998,0
3680,0
307,0
2345,0
2366,0
3717,0
3819,0
1935,0
3441,0
753,0
3653,0
6400,0
1272,0
4857,0
3610,0
4124,0
5728,0
411,0
6056,0
6386,0
6338,0
5548,0
208,0
460,0
2064,0
2441,0
251,0
5467,0
1111,0
5971,0
1721,0
555,0
1445,0
3157,0
1933,0
318,0
6021,0
429,0
4748,0
105,0
3054,0
4255,0
2179,0
1717,0
89,0
2251,0
5216,0
1957,0
4059,0
2861,0
1,0
4354,0
939,0
5482,0
2732,0
6104,0
2949,0
2460,0
5346,0
214,0
782,0
3511,0
2052,0
5812,0
1575,0
165,0
3581,0
4898,0
6097,0
2022,0
274,0
3875,0
4184,0
5110,0
3803,0
396,0
586,0
6391,0
5985,0
6133,0
523,0
1771,0
1883,0
3980,0
3358,0
2263,0
3238,0
529,0
2959,0
3914,0
696,0
6061,0
4461,0
3648,0
1054,0
593,0
522,0
3394,0
3691,0
5478,0
1615,0
3625,0
6120,0
1817,0
795,0
796,0
5267,0
1863,0
1989,0
3247,0
937,0
3978,0
4756,0
5953,0
4196,0
4131,0
992,0
4936,0
3468,0
5853,0
3793,0
5372,0
3106,0
3168,0
3214,0
5166,0
1102,0
5320,0
2857,0
890,0
6326,0
4964,0
518,0
5915,0
1459,0
3568,0
3624,0
4683,0
2518,0
3007,0
4014,0
6158,0
910,0
28,0
2519,0
766,0
3762,0
285,0
690,0
2363,0
5152,0
21,0
889,0
921,0
1044,0
1271,0
4597,0
5542,0
278,0
2094,0
1251,0
2392,0
574,0
1441,0
3917,0
1253,0
4699,0
3541,0
4789,0
4561,0
5547,0
2074,0
5229,0
1698,0
1994,0
295,0
1555,0
2021,0
591,0
3343,0
2414,0
4013,0
5606,0
3756,0
3523,0
2731,0
4538,0
5836,0
5843,0
559,0
4814,0
2481,0
3753,0
4303,0
5272,0
1724,0
2616,0
5694,0
1712,0
2149,0
3253,0
2393,0
4328,0
5452,0
5724,0
3945,0
4981,0
1599,0
5672,0
2172,0
319,0
5860,0
3124,0
5116,0
799,0
3033,0
1719,0
3401,0
36,0
4567,0
917,0
3987,0
978,0
987,0
5228,0
1424,0
1568,0
4151,0
5105,0
4282,0
1361,0
6079,0
991,0
2694,0
1648,0
1296,0
3696,0
1386,0
1941,0
4693,0
5388,0
896,0
4272,0
2,0
2119,0
2749,0
2478,0
1922,0
1604,0
1921,0
6038,0
2748,0
53,0
1804,0
2565,0
2812,0
940,0
4338,0
1395,0
3579,0
888,0
4886,0
1876,0
10,0
3429,0
810,0
5221,0
5032,0
4083,0
2118,0
5406,0
2244,0
967,0
4511,0
708,0
433,0
4405,0
145,0
2042,0
5373,0
3515,0
2060,0
3775,0
5156,1
4758,1
5038,1
425,1
2761,1
5708,1
6285,1
461,1
5822,1
1691,1
4896,1
4103,1
5306,1
4419,1
3566,1
3736,1
4586,1
247,1
1602,1
4448,1
3533,1
616,1
1906,1
2834,1
5428,1
4478,1
4144,1
2626,1
2567,1
2284,1
4319,1
3181,1
5521,1
3844,1
4708,1
573,1
3077,1
3667,1
2307,1
3811,1
584,1
205,1
3794,1
621,1
879,1
4427,1
3629,1
1859,1
2869,1
3668,1
4806,1
2318,1
2106,1
1378,1
549,1
2769,1
4883,1
743,1
6125,1
5666,1
1001,1
1343,1
5170,1
59,1
1946,1
4794,1
4178,1
944,1
2259,1
2464,1
6271,1
2266,1
4269,1
4532,1
3961,1
363,1
1838,1
1071,1
1492,1
6041,1
4615,1
3257,1
3045,1
2240,1
524,1
525,1
2952,1
4323,1
1518,1
1621,1
4322,1
2046,1
437,1
394,1
5952,1
6356,1
1557,1
5287,1
4179,1
458,1
693,1
1892,1
1968,1
2542,1
1137,1
4088,1
2797,1
2677,1
5854,1
6111,1
4876,1
4379,1
1349,1
2649,1
1592,1
3991,1
6194,1
4651,1
6081,1
2842,1
2513,1
3352,1
1446,1
5921,1
6143,1
3186,1
4494,1
4916,1
990,1
5814,1
2805,1
4080,1
1012,1
5781,1
2222,1
3205,1
633,1
2056,1
2049,1
3229,1
5503,1
3606,1
2992,1
1447,1
4784,1
6381,1
5660,1
2144,1
517,1
3926,1
719,1
2280,1
6123,1
638,1
3187,1
594,1
1584,1
5022,1
4490,1
3613,1
4041,1
2439,1
5502,1
2764,1
2526,1
1011,1
5528,1
2139,1
1291,1
2407,1
4051,1
4149,1
3173,1
2039,1
4084,1
853,1
