,0
6312,0
2776,0
5925,0
6116,0
5161,0
3436,0
4757,0
4247,0
6150,0
1784,0
3746,0
2548,0
1600,0
5009,0
4348,0
492,0
5385,0
1010,0
4619,0
2515,0
2324,0
2566,0
1423,0
25,0
2420,0
1117,0
3503,0
1560,0
5471,0
4781,0
5621,0
3366,0
3234,0
4335,0
3407,0
3556,0
3760,0
4751,0
3495,0
2530,0
6165,0
1106,0
2814,0
5513,0
4746,0
6402,0
195,0
619,0
647,0
4600,0
6361,0
332,0
4046,0
4191,0
3572,0
3786,0
485,0
2431,0
2614,0
2887,0
2069,0
2578,0
4271,0
32,0
668,0
5037,0
3992,0
1450,0
3962,0
6253,0
1713,0
2765,0
6389,0
3347,0
2287,0
3983,0
2468,0
3608,0
5532,0
3376,0
4254,0
678,0
3354,0
5688,0
1823,0
3442,0
2110,0
3586,0
6353,0
5396,0
2111,0
3632,0
1556,0
3414,0
2753,0
357,0
6095,0
6293,0
3881,0
2547,0
5671,0
5612,0
1055,0
2331,0
4068,0
4959,0
1759,0
4025,0
1780,0
1201,0
1886,0
2680,0
2025,0
2014,0
1488,0
330,0
652,0
2824,0
1127,0
3198,0
4636,0
2845,0
4833,0
3221,0
5430,0
1265,0
3492,0
5013,0
3593,0
1526,0
1384,0
6411,0
1027,0
6177,0
5179,0
4554,0
4489,0
4346,0
1683,0
4897,0
1744,0
1637,0
5026,0
432,0
4039,0
6378,0
4851,0
3957,0
2232,0
3722,0
5114,0
5717,0
1956,0
6405,0
5687,0
3809,0
2004,0
2683,0
5067,0
2234,0
1110,0
5280,0
822,0
3391,0
6180,0
4649,0
1705,0
5744,0
136,0
5138,0
4927,0
5488,0
5679,0
1184,0
3933,0
892,0
3066,0
2449,0
2954,0
821,0
1115,0
3910,0
2351,0
4720,0
1270,0
994,0
3706,0
2863,0
355,0
4879,0
4399,0
1496,0
4284,0
1233,0
3528,0
3748,0
3870,0
6070,0
52,0
4416,0
3161,0
159,0
6093,0
1595,0
1597,0
1475,0
4899,0
4388,0
6383,0
2088,0
6280,0
6319,0
3000,0
438,0
3317,0
5208,0
1596,0
2792,0
4711,0
1598,0
3723,0
977,0
1244,0
2352,0
2859,0
3567,0
4106,0
2241,0
5510,0
1504,0
451,0
2379,0
3853,0
2433,0
5753,0
3944,0
1559,0
5681,0
1150,0
4190,0
2102,0
1319,0
2024,0
3743,0
3145,0
3456,0
1387,0
3719,0
945,0
805,0
2762,0
2893,0
6292,0
651,0
1775,0
4384,0
2945,0
3428,0
24,0
1092,0
5893,0
2706,0
3040,0
112,0
2321,0
5268,0
56,0
1315,0
699,0
1232,0
2008,0
277,0
3355,0
5689,0
1841,0
4410,0
4625,0
5233,0
2779,0
5573,0
3964,0
6047,0
3920,0
3057,0
5160,0
1352,0
4670,0
3389,0
2796,0
3226,0
2394,0
115,0
4458,0
6380,0
5868,0
4614,0
2831,0
2968,0
3172,0
5266,0
81,0
1981,0
1722,0
4098,0
6333,0
4605,0
4128,0
1954,0
3802,0
5980,0
4487,0
1618,0
4026,0
3323,0
6265,0
3342,0
5334,0
669,0
2204,0
4186,0
5446,0
1021,0
560,0
6204,0
3890,0
1212,0
5705,0
3473,0
1517,0
3071,0
4164,0
6007,0
4360,0
267,0
3835,0
2121,0
4400,0
5023,0
5462,0
660,0
6088,0
4521,0
4227,0
1002,0
1792,0
1243,0
5485,0
6068,0
4250,0
5197,0
6328,0
2196,0
2926,0
3948,0
912,0
4215,0
1309,0
5983,0
1635,0
839,0
360,0
138,0
300,0
1564,0
1007,0
4687,0
3217,0
765,0
4641,0
3396,0
5028,0
4752,0
5178,0
4396,0
1408,0
5658,0
5498,0
2733,0
1940,0
3677,0
3331,0
4827,0
4252,0
2697,0
3174,0
58,0
76,0
800,0
2427,0
4678,0
789,0
3332,0
6245,0
4904,0
2227,0
3207,0
5252,0
4760,0
3163,0
6221,0
4940,0
914,0
2182,0
4030,0
2319,0
6283,0
2507,0
4907,0
4090,0
1182,0
5069,0
5235,0
444,0
1405,0
3735,0
4321,0
4034,0
6208,0
6112,0
1058,0
5317,0
4905,0
3496,0
1421,0
2382,0
4522,0
3418,0
3206,0
5645,0
1509,0
5155,0
3574,0
4239,0
2020,0
6366,0
4343,0
5163,0
4835,0
3965,0
6,0
2993,0
2499,0
1951,0
4180,0
5899,0
5259,0
6062,0
4200,0
2619,0
6139,0
5895,0
1068,0
2907,0
5806,0
2252,0
1480,0
4744,0
1897,0
3955,0
2030,0
4559,0
2670,0
2479,0
5140,0
1134,0
1467,0
3614,0
5803,0
6096,0
4078,0
2981,0
223,0
5942,0
48,0
576,0
5734,0
3046,0
5869,0
2292,0
4331,0
268,0
1108,0
5035,0
1943,0
388,0
1709,0
1636,0
3666,0
2726,0
6401,0
1571,0
2772,0
4096,0
210,0
913,0
1295,0
4832,0
1874,0
1850,0
2509,0
5242,0
104,0
962,0
1801,0
2098,0
2714,0
333,0
4089,0
2471,0
4495,0
3851,0
4176,0
3699,0
3300,0
2910,0
3235,0
4887,0
2490,0
4556,0
1372,0
174,0
862,0
4713,0
3330,0
5582,0
4842,0
4543,0
3840,0
2045,0
5016,0
5730,0
4692,0
18,0
0,0
2184,0
1362,0
4762,0
3645,0
2838,0
3621,0
398,0
4809,0
3125,0
4581,0
5421,0
1820,0
5292,0
4640,0
820,0
4431,0
1808,0
2290,0
2440,0
5064,0
5360,0
3764,0
5526,0
4246,0
3954,0
3795,0
5309,0
4475,0
4588,0
557,0
1163,0
1218,0
1331,0
3767,0
3836,0
704,0
2712,0
6072,0
1855,0
4698,0
2808,0
1461,0
5361,0
3392,0
3291,0
870,0
5792,0
1652,0
2150,0
3946,0
3543,0
733,0
6297,0
5796,0
2632,0
1944,0
3607,0
1114,0
5202,0
5727,0
3011,0
2405,0
1190,0
2016,0
194,0
1522,0
5217,0
581,0
2133,0
1435,0
775,0
4097,0
6349,0
1854,0
131,0
179,0
5722,0
2592,0
5994,0
3842,0
2664,0
4177,0
2083,0
1904,0
4703,0
2618,0
2231,0
6066,0
2389,0
1453,0
344,0
5644,0
731,0
5039,0
5771,0
5143,0
1936,0
4172,0
6156,0
1305,0
4454,0
5887,0
1798,0
3882,0
4296,0
495,0
6367,0
4497,0
3569,0
5954,0
5901,0
5423,0
1089,0
6049,0
5244,0
698,0
1284,0
3211,0
4975,0
1629,0
2573,0
4470,0
4330,0
67,0
1739,0
6071,0
4503,0
5042,0
824,0
1231,0
1685,0
5353,0
2880,0
4667,0
2377,0
5139,0
2524,0
5640,0
2735,0
5710,0
4728,0
1147,0
399,0
5906,0
3482,0
790,0
5489,0
6164,0
1404,0
3816,0
4643,0
3147,0
2230,0
2341,0
6109,0
82,0
3558,0
3988,0
5004,0
4288,0
4000,0
2916,0
5544,0
1912,0
5813,0
1537,0
4537,0
1573,0
4731,0
843,0
503,0
5441,0
141,0
2617,0
4016,0
1383,0
4974,0
6287,0
2276,0
3336,0
1142,0
2267,0
5613,0
848,0
1795,0
5501,0
553,0
2028,0
3773,0
952,0
3686,0
3582,0
535,0
3276,0
4237,0
1837,0
4389,0
6155,0
5096,0
1610,0
2248,0
643,0
6191,0
971,0
5410,0
123,0
2258,0
6173,0
5726,0
4647,1
1512,1
3823,1
3384,1
5316,1
2429,1
3931,1
4047,1
5802,1
4890,1
3327,1
5386,1
3089,1
2675,1
5742,1
5847,1
6085,1
599,1
1950,1
2631,1
1708,1
6102,1
120,1
745,1
1398,1
4801,1
2554,1
694,1
3535,1
3457,1
949,1
6232,1
301,1
748,1
404,1
1970,1
5077,1
2155,1
1498,1
5412,1
5997,1
215,1
5840,1
2254,1
49,1
891,1
597,1
3264,1
894,1
5342,1
5646,1
4398,1
6310,1
192,1
3631,1
4978,1
166,1
5433,1
5721,1
4652,1
4618,1
497,1
4291,1
1546,1
5330,1
684,1
4547,1
3894,1
463,1
2339,1
712,1
3146,1
4455,1
3942,1
5783,1
5540,1
2131,1
4436,1
5966,1
358,1
6323,1
1898,1
4612,1
4958,1
4113,1
4273,1
2062,1
4592,1
1731,1
4504,1
435,1
2819,1
723,1
2775,1
5914,1
1407,1
171,1
543,1
3134,1
5424,1
2383,1
6230,1
916,1
1754,1
1816,1
3896,1
5333,1
5871,1
3329,1
4199,1
1747,1
6298,1
6000,1
1485,1
3951,1
5468,1
415,1
3774,1
257,1
2245,1
3036,1
2854,1
4657,1
686,1
1141,1
4820,1
5927,1
5820,1
3449,1
3103,1
1917,1
3685,1
2846,1
2821,1
1529,1
384,1
5099,1
5470,1
5255,1
1263,1
3319,1
4233,1
5111,1
682,1
6001,1
1242,1
6214,1
2315,1
3432,1
4496,1
4635,1
1782,1
5199,1
4376,1
1718,1
1960,1
1580,1
4274,1
5119,1
4324,1
1497,1
2406,1
1819,1
5926,1
662,1
4119,1
2539,1
980,1
6166,1
6246,1
664,1
2279,1
6202,1
3490,1
5451,1
1667,1
983,1
1304,1
